path, a, b, c, d
example_dataset/train/images/374.jpg,605.3494834899902,821.7154598236084,719.8053932189941,564.4871950149536
example_dataset/train/images/214.jpg,1259.2215563058853,804.0575869083405,541.3939188718796,479.61345010995865
example_dataset/train/images/215.jpg,714.8418435752392,759.3687629699707,297.66937932372093,228.20239901542664
example_dataset/train/images/407.jpg,2.508669137954712,917.3564758300781,1136.43212890625,543.9646453857422
example_dataset/train/images/349.jpg,1276.8285870552063,1281.6274166107178,808.5502982139587,454.64454889297485
example_dataset/train/images/163.jpg,459.8201904296875,795.280517578125,196.7637939453125,177.46081924438477
example_dataset/train/images/149.jpg,852.4839878082275,586.3641500473022,647.5160121917725,374.5773434638977
example_dataset/train/images/388.jpg,1443.1846923828125,814.7842712402344,281.7227783203125,204.79449462890625
example_dataset/train/images/439.jpg,1618.799560546875,834.7421264648438,156.0147705078125,119.40435791015625
example_dataset/train/images/217.jpg,418.14416313171387,838.9694452285767,261.8444709777832,266.77454471588135
example_dataset/train/images/216.jpg,190.66195379197598,744.5782270431519,399.0968378186226,328.8546086847782
example_dataset/train/images/404.jpg,872.9686889648438,843.64306640625,1172.36181640625,472.14234924316406
example_dataset/train/images/389.jpg,266.8565673828125,1229.2879943847656,840.796875,306.66771697998047
example_dataset/train/images/148.jpg,751.9348561763763,598.2757786512375,554.6303540468216,214.71996635198593
example_dataset/train/images/49.jpg,0.0,1272.1649733781815,2001.1045217514038,1088.6989617943764
example_dataset/train/images/65.jpg,1718.4777975082397,1268.9695358276367,937.1594309806824,264.8158013820648
example_dataset/train/images/170.jpg,817.8167724609375,703.4456634521484,339.638671875,317.20470428466797
example_dataset/train/images/164.jpg,906.2670288085938,830.1199035644531,1028.083984375,522.088623046875
example_dataset/train/images/372.jpg,607.1793365478516,760.9491348266602,177.47375965118408,195.97686767578125
example_dataset/train/images/366.jpg,507.3167037963867,802.0453834533691,119.27972316741943,83.92712473869324
example_dataset/train/images/212.jpg,1603.1602704524994,768.3911609649658,434.8397295475006,494.8617744445801
example_dataset/train/images/213.jpg,1562.5335665941238,826.8150000572205,346.0475985109806,257.6713260412216
example_dataset/train/images/367.jpg,2.8965740650892258,837.7488899230957,973.8949584960938,329.9139404296875
example_dataset/train/images/167.jpg,325.39752197265625,819.589599609375,772.8042602539062,628.0742340087891
example_dataset/train/images/173.jpg,1578.5787105560303,1300.768183529377,1037.2503519058228,500.06934432685375
example_dataset/train/images/403.jpg,1263.3428955078125,915.8227844238281,784.6571044921875,620.1772613525391
example_dataset/train/images/371.jpg,642.6539039611816,757.5418281555176,158.08130264282227,190.82513809204102
example_dataset/train/images/417.jpg,310.2991189658642,702.6894564628601,637.639862716198,301.4174712449312
example_dataset/train/images/370.jpg,275.3152084350586,858.3080863952637,994.5669937133789,581.6919565200806
example_dataset/train/images/402.jpg,1342.553466796875,944.3732299804688,705.446533203125,590.9848022460938
example_dataset/train/images/166.jpg,762.5873413085938,794.4716491699219,1285.41259765625,740.2963714599609
example_dataset/train/images/129.jpg,3.079545497894287,1004.1407775878906,543.5971069335938,531.5423583984375
example_dataset/train/images/101.jpg,0.0,1154.0561771392822,1919.9242401123047,282.83557176589966
example_dataset/train/images/303.jpg,748.7277388572693,532.0785641670227,751.2722611427307,463.09587359428406
example_dataset/train/images/277.jpg,75.7894287109375,681.5703767538071,1327.3670654296875,683.3789357542992
example_dataset/train/images/289.jpg,1101.8705606460571,1292.4945967793465,769.9636101722717,408.8693865388632
example_dataset/train/images/302.jpg,0.37797926052007824,486.52148246765137,516.6603326797485,330.8945894241333
example_dataset/train/images/100.jpg,965.4597473144531,788.219690322876,954.5401954650879,566.7798614501953
example_dataset/train/images/102.jpg,71.65707349777222,770.6775283813477,139.80485916137695,72.83209204673767
example_dataset/train/images/249.jpg,1.3373506255447865,723.92578125,1545.851230621338,474.4118571281433
example_dataset/train/images/12.jpg,2604.3981313705444,1252.7052941918373,602.3483991622925,435.8868396282196
example_dataset/train/images/107.jpg,1595.6657409667969,826.0601234436035,324.33423042297363,171.91033959388733
example_dataset/train/images/339.jpg,2.382019115611911,1393.7946796417236,982.512903213501,1004.4426441192627
example_dataset/train/images/271.jpg,113.24369812011719,781.5309923887253,1351.4422607421875,576.4925618469715
example_dataset/train/images/270.jpg,1069.315185546875,844.1339501738548,401.15869140625,80.49621703103185
example_dataset/train/images/462.jpg,1969.7973489761353,1232.798361003399,279.7016680240631,180.8431385681033
example_dataset/train/images/11.jpg,1259.940218925476,1275.854680299759,687.2565686702728,634.2551182508469
example_dataset/train/images/138.jpg,511.6448059082031,881.7646179199219,518.6993408203125,291.1383590698242
example_dataset/train/images/460.jpg,334.3045234680176,1373.183298110962,1674.5949268341064,1018.1264877319336
example_dataset/train/images/273.jpg,838.4309692382812,718.5497090220451,850.0941772460938,240.88512517511845
example_dataset/train/images/139.jpg,1057.7498779296875,870.009521484375,591.58203125,236.0830078125
example_dataset/train/images/105.jpg,595.3368759155273,882.231330871582,1058.4133529663086,557.768669128418
example_dataset/train/images/38.jpg,0.014232001558411866,701.7802476882935,564.1063213348389,314.43750858306885
example_dataset/train/images/35.jpg,8.701657503843307,822.6709127426147,1440.73486328125,377.32908725738525
example_dataset/train/images/493.jpg,886.6605224609375,847.6134878396988,602.085205078125,333.0021972209215
